Id,Norte,Este,Expediente,Pueblo,Colonia_Ba,Territoria,Alcaldia,Fecha_de_I,Instalado
20743,-99.002,19.284513,3514-POLEMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/11/30,Programa SCALL
20744,-99.051918,19.188601,14425-RECAVI-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20745,-99.007151,19.29414,3515-VIMALE-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/15,Programa SCALL
20746,-99.071001999999993,19.176628,14426-LLALRI-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20747,-99.007151,19.29414,3516-VIQUMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/15,Programa SCALL
20748,-99.003793,19.351352,2582-CASAEV-IZA-22,NO APLICA,PUEBLO SANTIAGO ACAHUALTEPEC,TEOTONGO ACAHUALTEPC,IZTAPALAPA,2022/12/19,Programa SCALL
20749,-98.998645,19.296226,3517-MEJUAB-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/16,Programa SCALL
20750,-99.011245,19.221034,14430-GOQURO-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/23,Programa SCALL
20751,-99.004821,19.178331,14432-DEAMMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/12/14,Programa SCALL
20752,-99.063221,19.203209,14434-VECOLI-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20753,-98.995224,19.297011,3518-LELOCL-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,3 DE MAYO,NO APLICA,TLAHUAC,2022/12/06,Programa SCALL
20754,-99.006924,19.28781,3519-GAGAAN-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/07,Programa SCALL
20755,-99.000151,19.287715,3520-CRHUMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20756,-99.065355,19.183066,14438-ROALMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20757,-99.072386,19.373116,2583-NOGUNA-IZA-22,NO APLICA,LEYES DE REFORMA 3A SECCION,LEYES DE REFORMA,IZTAPALAPA,2022/12/23,Programa SCALL
20758,-99.027854,19.185048,14440-ALPEMA-MIA-22,VILLA MILPA ALTA,BARRIO LA LUZ,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20759,-99.064523,19.207495,14441-MIGOMA-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/16,Programa SCALL
20760,-99.006924,19.28781,3521-MEGAMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20761,-98.984782,19.207607,14442-JAMAKA-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/23,Programa SCALL
20762,-99.028889,19.25465,1647-GIENAR-XOO-22,PBO. SANTIAGO TUYLYEHUALCO,DEL CARMEN,NO APLICA,XOCHIMILCO,2022/12/13,Programa SCALL
20763,-99.038546,19.308039,3522-TIVABE-TLC-22,NO APLICA,ZAPOTITLA,NO APLICA,TLAHUAC,2022/12/14,Programa SCALL
20764,-99.034396,19.190942,14445-CRHEMA-MIA-22,VILLA MILPA ALTA,BO. SAN MATEO- ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20765,-99.005044,19.222281,14447-TOVAAL-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20766,-99.007475,19.284653,3523-MATORO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20767,-99.001902,19.210587,14450-COCAVI-MIA-22,SAN ANTONIO TECOMITL,BARRIO CRUZTITLA,NO APLICA,MILPA ALTA,2022/12/26,Programa SCALL
20768,-98.990315,19.207124,14451-HEGAMA-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/06,Programa SCALL
20769,-99.075407,19.306277,2585-HUAMAN-IZA-22,NO APLICA,BARRIO SAN ANTONIO,SAN LORENZO TEZONCO,IZTAPALAPA,2022/12/15,Programa SCALL
20770,-99.042751,19.311154,3524-MEXXCA-TLC-22,NO APLICA,LA ESTACION,NO APLICA,TLAHUAC,2022/12/17,Programa SCALL
20771,-99.034545,19.175329,14458-CRGOAR-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20772,-98.99575,19.297677,3525-HECODA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,3 DE MAYO,NO APLICA,TLAHUAC,2022/12/20,Programa SCALL
20773,-98.994316,19.223091,14461-MEREYA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20774,-99.035612,19.192776,14462-BELOMA-MIA-22,VILLA MILPA ALTA,BO. SAN MATEO- ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20775,-99.034396,19.190942,14463-HELOBE-MIA-22,VILLA MILPA ALTA,BO. SAN MATEO- ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20776,-99.000717,19.296045,3526-HEESGU-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/06,Programa SCALL
20777,-99.006226,19.220258,14465-GOTEVI-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/26,Programa SCALL
20778,-98.98011,19.20977,14466-CRPEJO-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20779,-99.015491,19.194922,14467-MACOMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
20780,-99.070087,19.492805,2179-PAELAN-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,GUSTAVO A. MADERO,2022/12/13,Programa SCALL
20781,-99.034545,19.175329,14470-RAPEVI-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20782,-99.042513,19.17351,14471-MAGOHI-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20783,-99.064517,19.207246,14473-TEVAMA-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/16,Programa SCALL
20784,-99.001679,19.182262,14475-MOREAN-MIA-22,SANTA ANA TLACOTENCO,BO. SAN JOSE- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20785,-99.087844,19.203123,14476-RIMAJU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/08,Programa SCALL
20786,-99.063224,19.207103,14477-ROROAN-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/10,Programa SCALL
20787,-99.001166,19.21589,14478-GAPEJO-MIA-22,SAN ANTONIO TECOMITL,BARRIO CRUZTITLA,NO APLICA,MILPA ALTA,2022/12/21,Programa SCALL
20788,-99.043007,19.207134,14482-MOSEAN-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/10,Programa SCALL
20789,-99.034144,19.178705,14483-MEALAR-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20790,-99.072082,19.167258,14484-EVIGEL-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20791,-99.001758,19.292002,3527-CHROMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/03,Programa SCALL
20792,-99.081875,19.194614,14488-GOBEJO-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
20793,-99.008205,19.28292,3528-NOARLA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/14,Programa SCALL
20794,-99.041844,19.173662,14491-PEVAVI-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20795,-99.002262,19.212085,14492-MAMAMA-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/21,Programa SCALL
20796,-99.002157,19.291227,3529-GORUVI-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20797,-99.005487,19.219971,14494-POVAMA-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/21,Programa SCALL
20798,-99.23069,19.27122,5260-COROGL-TLN-22,NO APLICA,DOS DE OCTUBRE,NO APLICA,TLALPAN,2022/12/22,Programa SCALL
20799,-99.003227,19.341702,2587-RADEMA-IZA-22,NO APLICA,MIGUEL DE LA MADRID HURTADO,TEOTONGO ACAHUALTEPC,IZTAPALAPA,2022/12/10,Programa SCALL
20800,-99.042675,19.21187,14497-HEGAJU-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/13,Programa SCALL
20801,-99.001981,19.295605,3530-PACAAL-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20802,-99.006431,19.221369,14498-JICACR-MIA-22,SAN ANTONIO TECOMITL,BO. TENANTITLA- ZE,NO APLICA,MILPA ALTA,2022/12/23,Programa SCALL
20803,-98.999119,19.293503,3531-LOBRYO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20804,-99.01524,19.292613,3532-TOJIRO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,TLAHUAC,2022/12/15,Programa SCALL
20805,-99.061144,19.186645,14502-PEMODE-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20806,-99.005089,19.294724,3533-MEMARO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/13,Programa SCALL
20807,-99.006897,19.219462,14507-CRTODA-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/26,Programa SCALL
20808,-98.989823,19.211826,14510-MUMAMA-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20809,-98.999016,19.175632,14511-VEVIEV-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/12/14,Programa SCALL
20810,-99.000217,19.191234,14516-RUVADI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,SAN JERONIMO MIACATLAN- ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
20811,-98.999077,19.292605,3534-DAMABR-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/09,Programa SCALL
20812,-99.031244,19.182522,14520-REYETE-MIA-22,VILLA MILPA ALTA,BO. LA LUZ- ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20813,-98.999077,19.292605,3535-DAGOLU-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/09,Programa SCALL
20814,-99.205503,19.216588,5266-HUVIJE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/12/22,Programa SCALL
20815,-99.005441,19.210956,14524-RAGAMA-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/23,Programa SCALL
20816,-99.019952,19.352051,2590-RAGALU-IZA-22,NO APLICA,PUEBLO SANTA MARIA AZTAHUACAN,AZTAHUACAN,IZTAPALAPA,2022/12/15,Programa SCALL
20817,-99.027673,19.32454,2592-QUJISO-IZA-22,NO APLICA,BUENAVISTA,SANTA CATARINA,IZTAPALAPA,2022/12/16,Programa SCALL
20818,-99.081944,19.199362,14527-FRHEED-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/08,Programa SCALL
20819,-99.07311,19.17112,14528-PARODA-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20820,-99.084586,19.18727,14531-ARPEMI-MIA-22,SAN PABLO OZTOTEPEC,BO. SAN MIGUEL (SN PABLO OZTOTEPEC)- ZE,NO APLICA,MILPA ALTA,2022/12/09,Programa SCALL
20821,-99.240426,19.265349,5272-LAORMA-TLN-22,NO APLICA,ZACATON,NO APLICA,TLALPAN,2022/12/15,Programa SCALL
20822,-99.061149,19.186747,14532-PEPEMA-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20823,-99.24046,19.265479,5277-OVPAMA-TLN-22,NO APLICA,ZACATON,NO APLICA,TLALPAN,2022/12/15,Programa SCALL
20824,-99.095589,19.187307,14535-CALOMI-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
20825,-99.007999,19.293817,3536-RAJUED-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/03,Programa SCALL
20826,-99.004239,19.293226,3537-GACAEL-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/03,Programa SCALL
20827,-99.042858,19.20719,14536-GAOLAL-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20828,-99.004073,19.294088,3538-HEMUSA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/03,Programa SCALL
20829,-99.014678,19.199174,14537-ARMALU-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20830,-99.061945,19.207852,14538-CAMEJO-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/21,Programa SCALL
20831,-99.070083,19.208889,14539-GAMOMA-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/23,Programa SCALL
20832,-99.042858,19.20719,14540-MOCOOS-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20833,-99.006411,19.29127,3539-HEVIDA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/02,Programa SCALL
20834,-99.098223,19.187048,14541-BOFLAR-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
20835,-99.065735,19.196667,14545-COCOEU-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
20836,-99.093241,19.185514,14546-MASALU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20837,-98.998052,19.221481,14547-GAGACL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20838,-99.103805,19.215608,1653-PEVAMA-XOO-22,PBO. STA CECILIA TEPETLAPA,NO APLICA,NO APLICA,XOCHIMILCO,2022/12/16,Programa SCALL
20839,-99.046131,19.175297,14548-SAMILU-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/26,Programa SCALL
20840,-99.006411,19.29127,3540-HEVINO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/02,Programa SCALL
20841,-99.064343,19.211871,14551-FUROEN-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/16,Programa SCALL
20842,-99.002564,19.214826,14552-RIANCL-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/08,Programa SCALL
20843,-99.044981,19.213188,14553-CASICA-MIA-22,SAN PEDRO ATOCPAN,BO. NOCHTLA- ZE,NO APLICA,MILPA ALTA,2022/12/13,Programa SCALL
20844,-99.070428,19.185976,14554-SAFLAL-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20845,-98.995475,19.179552,14555-IGGADA-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA TETIPAC,NO APLICA,MILPA ALTA,2022/12/26,Programa SCALL
20846,-99.059763,19.186799,14558-ARACFR-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20847,-98.999077,19.292605,3541-MAMAMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20848,-99.026015,19.169195,14561-MODEED-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20849,-99.066722,19.211392,14562-ORGOAN-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/16,Programa SCALL
20850,-98.984597,19.209794,14563-CISALU-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/23,Programa SCALL
20851,-99.070704,19.308251,2593-MAGAAL-IZA-22,NO APLICA,BARRIO SAN ANTONIO,SAN LORENZO TEZONCO,IZTAPALAPA,2022/12/09,Programa SCALL
20852,-99.034382,19.194792,14566-ABMORO-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/12/21,Programa SCALL
20853,-98.999077,19.292605,3542-MAMANI-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/09,Programa SCALL
20854,-99.069169,19.498306,2180-PEXIAB-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,GUSTAVO A. MADERO,2022/12/07,Programa SCALL
20855,-99.019502,19.180212,14572-SAARES-MIA-22,VILLA MILPA ALTA,BO. LA CONCEPCION- ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20856,-99.045822,19.175368,14573-SAYELO-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20857,-99.095871,19.189405,14577-SIALMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/16,Programa SCALL
20858,-99.001344,19.208448,14578-GUGUFR-MIA-22,SAN ANTONIO TECOMITL,BO. CRUZTITLA- ZE,NO APLICA,MILPA ALTA,2022/12/21,Programa SCALL
20859,-99.038819,19.169391,14579-ROFLAN-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/07,Programa SCALL
20860,-98.999605,19.292345,3543-VIMASO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/10,Programa SCALL
20861,-99.180393,19.236534,5287-AVOSMA-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/12/21,Programa SCALL
20862,-99.078575,19.176359,14585-MAMAFL-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20863,-99.011297,19.294632,3544-CHMAAM-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,TLAHUAC,2022/12/14,Programa SCALL
20864,-99.094561,19.191852,14586-RUALEN-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
20865,-99.037914,19.180095,14587-PAJIAR-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20866,-98.989093,19.189676,14588-BAELMI-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,SAN JUAN TEPENAHUAC- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20867,-99.045399,19.213001,14589-SAVEMA-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/13,Programa SCALL
20868,-99.014927,19.183971,14590-LOOCEL-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20869,-99.146097,19.194508,5290-ESSEMA-TLN-22,PUEBLO SAN MIGUEL TOPILEJO,NO APLICA,NO APLICA,TLALPAN,2022/12/20,Programa SCALL
20870,-98.966838,19.313996,3545-MASEHU-TLC-22,PUEBLO SANTA CATARINA YECAHUIZOTL,SANTA CATARINA YECAHUIZOTL,NO APLICA,TLAHUAC,2022/12/15,Programa SCALL
20871,-98.989132,19.189577,14594-CRHELI-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,SAN JUAN TEPENAHUAC- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
20872,-99.012568,19.293645,3546-CHENHE-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,TLAHUAC,2022/12/08,Programa SCALL
20873,-99.014927,19.183971,14595-CACONI-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20874,-99.179808,19.236348,5291-ORESMA-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/12/21,Programa SCALL
20875,-99.015101,19.33381,2595-ARNAED-IZA-22,NO APLICA,XALPA,SANTA CATARINA,IZTAPALAPA,2022/12/13,Programa SCALL
20876,-99.029611,19.179875,14596-BARAPE-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20877,-98.999043,19.295369,3547-CHTIDA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/12/15,Programa SCALL
20878,-99.071461,19.192834,14597-ZAGUSI-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/21,Programa SCALL
20879,-99.072641,19.307414,2596-FLGOYE-IZA-22,NO APLICA,BARRIO SAN ANTONIO,SAN LORENZO TEZONCO,IZTAPALAPA,2022/12/09,Programa SCALL
20880,-99.027648,19.175925,14598-MAMILI-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20881,-99.036578,19.309466,3548-SALEVI-TLC-22,NO APLICA,ZAPOTITLA,NO APLICA,TLAHUAC,2022/12/17,Programa SCALL
20882,-99.001527,19.200224,14599-BOARLU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,SAN FRANCISCO TECOXPA- ZE,NO APLICA,MILPA ALTA,2022/12/16,Programa SCALL
20883,-99.012568,19.293645,3549-CHACMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,TLAHUAC,2022/12/09,Programa SCALL
20884,-99.030913,19.184829,14600-GAALLE-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
20885,-99.042164,19.217262,14602-ROMEGO-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
20886,-99.070943,19.491524,2181-VAPIAN-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,GUSTAVO A. MADERO,2022/12/13,Programa SCALL
20887,-99.025644,19.171976,14605-RECALE-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,SAN LORENZO TLACOYUCAN- ZE,NO APLICA,MILPA ALTA,2022/12/19,Programa SCALL
20888,-99.011178,19.294719,3550-GARORU-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,TLAHUAC,2022/12/07,Programa SCALL
20889,-99.066767,19.190046,14606-ROJUOS-MIA-22,SAN PABLO OZTOTEPEC,SAN PABLO OZTOTEPEC - ZE,NO APLICA,MILPA ALTA,2022/12/10,Programa SCALL
